Année,nom des bénéficiaires,Montant du fonds de concours ou de la subvention (numéraire),Prestations en nature
2017,ENVOL D'AQUITAINE,14712,"Matériel pour manifestations, équipements sportifs"
2017,EQUIPE SAINT VINCENT BORDEAUX CENTRE,4000,
2017,ERE NOUVELLE DES COMPAGNONS ET ASPIRANTS EGALITAIRES CHAMBRE DE BORDEAUX,0,Locaux
2017,ERNEST CIRCUIT COURT SOLIDARITE - ERNEST CCS,0,"Matériel pour manifestations, locaux"
2017,ESCALES LITTERAIRES BORDEAUX AQUITAINE,177500,"Communication, matériel pour manifestations, locaux"
2017,ESCAPADE EN POLYNESIE,0,"Matériel pour manifestations, locaux"
2017,ESKUALDUNEN BILTZARRA - BORDELEKO ESKUAL ETXEA ou MAISON BASQUE DE BORDEAUX,3800,"Matériel pour manifestations, équipements sportifs"
2017,ESPACE CULTUEL MUSULMAN - ECM,0,Equipements sportifs
2017,ESPACE DECOUVERTE MADAGASCAR,0,Locaux
2017,"ESPACES MARX AQUITAINE BORDEAUX GIRONDE - EXPLORER, CONFRONTER, INNOVER",1250,Locaux
2017,ESPRIT BASTIDE,700,Matériel pour manifestations
2017,ESPRIT DE CORPS - NOM D'USAGE LA MANUFACTURE CDCN,44000,Matériel pour manifestations
2017,ESPRIT DE QUARTIER,0,Matériel pour manifestations
2017,ESSPLICITE,0,Locaux
2017,ETRE ET DEVENIR,3000,
2017,ETUDIANTS MAROCAINS DE BORDEAUX - EMB,500,"Matériel pour manifestations, locaux"
2017,ETXEKOAK,0,Matériel pour manifestations
2017,EUFONIA-BORDEAUX FESTIVAL-CONCOURS INTERNATIONAL DE CHANT CHORAL,8000,Matériel pour manifestations
2017,EUROFEEL,150,Locaux
2017,"EUROPEAN MENTORING & COACHING COUNCIL, L'ASSOCIATION EUROPEENNE DE COACHING",0,Locaux
2017,EURROM,0,Locaux
2017,EVEILLEZ LES BEBES,210000,
2017,"EVER (EYES, VOICE, EARS, RHYTHM)",4000,Locaux
2017,EXPLORATION DU MOUVEMENT,0,Locaux
2017,EXPLORER LE SENTIR,0,Locaux
2017,EXTERIEUR NUIT,300,
2017,EXTRA,4664,
2017,FAIS ET REVE,0,Locaux
2017,FAIT DE CI DE SOI,1500,"Matériel pour manifestations, locaux"
2017,FAITS DE COEUR'S,2000,
2017,FAMILLES EN GIRONDE - FEDERATION DE LA GIRONDE,15500,Locaux
2017,FC CARTES ET SERVICES,0,Equipements sportifs
2017,FEARLESS CULTURE,1000,
2017,FEDERATION ASSOCIATIONS DE PARENTS ELEVES ENSEIGNEMENT LIBRE DE LA GIRONDE - APEL DE LA GIRONDE,0,Locaux
2017,FEDERATION DEPARTEMENTALE DU SECOURS POPULAIRE FRANCAIS,0,"Communication, matériel pour manifestations, locaux"
2017,FEDERATION DES ASSOCIATIONS FAMILIALES CATHOLIQUES - AFC,750,
2017,FEDERATION DES MAISONS DES LYCEENS - FDML,0,Locaux
2017,FEDERATION DES PARTICULIERS EMPLOYEURS DE GIRONDE,2000,
2017,FEDERATION DES RADIOS ASSOCIATIVES DE LA GIRONDE - FEDERA 33,1000,
2017,FEDERATION DES SOCIETES CARNAVALESQUES DE L'AGGLOMERATION BORDELAISE,16000,
2017,FEDERATION FRANCAISE D'ATHLETISME,0,Communication
2017,"FEDERATION FRANCAISE DE JUDO JUJITSU, KENDO et DISCIPLINES ASSOCIEES (FFJDA)",0,Matériel pour manifestations
2017,FEDERATION FRANCAISE DE PSYCHOTHERAPIE ET PSYCHANALYSE (FF2P),0,Locaux
2017,FEDERATION FRANCAISE DES PSYCHOLOGUES ET DE PSYCHOLOGIE - FFPP,0,"Communication, locaux"
2017,FEDERATION FRANCAISE RUGBY (FFR),0,Matériel pour manifestations
2017,FEDERATION FREUDIENNE DE PSYCHANALYSE,0,Locaux
2017,FEDERATION GIRONDE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE (FDAAPPMA DE LA GIRONDE),0,Locaux
2017,FEDERATION GIRONDINE DE LA LIBRE PENSEE,0,Locaux
2017,FEDERATION NATIONALE DES ANCIENS DES FORCES FRANCAISES EN ALLEMAGNE ET EN AUTRICHE,500,
2017,FEDERATION PROTESTANTE DE FRANCE - POLE BORDEAUX GIRONDE,0,Matériel pour manifestations
2017,FEDERATION REGIONALE D'AGRICULTURE BIOLOGIQUE NOUVELLE-AQUITAINE,0,Locaux
2017,FEDERATION REGIONALE DES DECORES DU TRAVAIL NOUVELLE-AQUITAINE (FRDT),0,Matériel pour manifestations
2017,FEDERATION REGIONALE DES DECORES DU TRAVAIL NOUVELLE-AQUITAINE (FRDT) - SECTION DE CAUDERAN,0,Locaux
2017,FEDERATION REGIONALE DU SUD-OUEST DES CAMARADES DE COMBAT,800,
2017,FEDERATION SOS RACISME GIRONDE-AQUITAINE,3000,Locaux
2017,FEMMES INTERNATIONALES MURS BRISES,0,Locaux
2017,FEMMES SOLIDAIRES DU LAC,3000,
2017,FENETRE SUR RUE,4750,Matériel pour manifestations
2017,FESTES BAROQUES AU PAYS DES GRAVES,0,Matériel pour manifestations
2017,FESTIVAL DES ARTS DE BORDEAUX,327000,"Communication, matériel pour manifestations, locaux"
2017,FETE LE MUR BORDEAUX GIRONDE AQUITAINE,3000,"Matériel pour manifestations, équipements sportifs"
2017,FISH AND SHOES,0,Locaux
2017,FITNESS FREESTYLE,0,Locaux
2017,FNAC SUD-OUEST,0,Locaux
2017,FOIRE AUX PLAISIRS DE BORDEAUX,0,"Communication, matériel pour manifestations"
2017,FONDA SUD-OUEST,0,Locaux
2017,FONDATION DE FRANCE,6190,
2017,FONDATION MAISON DE LA GENDARMERIE,0,Locaux
2017,FONDATION POUR LA CULTURE ET LES CIVILISATIONS DU VIN,0,Communication
2017,FONDAUDEGEMENT VOTRE,1000,
2017,FONDS REGIONAL D'ART CONTEMPORAIN - COLLECTION AQUITAINE,15000,Communication
2017,FOOT BALL CLUB BORDEAUX AQUITAINE 33,1450,Equipements sportifs
2017,FOOT EMERGENCE,0,Equipements sportifs
2017,FOOTBALL CLUB DE LA PRESSE BORDELAISE - FCPB,0,Equipements sportifs
2017,FOOTBALL CLUB DES GIRONDINS DE BORDEAUX - FCGB,90000,Equipements sportifs
2017,FOOTBALL CLUB LE BON JOUET,0,Equipements sportifs
2017,FOOTBALL CLUB NOBI NOBI,0,Equipements sportifs
2017,FOOTBALL CLUB TROPICAL (FCT),0,Equipements sportifs
2017,FOOTBALL-CLUB BORDEAUX OCEAN,0,Equipements sportifs
2017,FOOTBALL-CLUB ROUGE,0,Equipements sportifs
2017,FORCE FEMMES,0,Locaux
2017,FORMATION SECOURS,2200,
2017,FORRO BORDEAUX,0,"Matériel pour manifestations, équipements sportifs,"
2017,FORUM DES CULTURES ET DES TRADITIONS,0,Locaux
2017,FOYER FRATERNEL,444542,"Matériel pour manifestations, équipements sportifs,"
2017,FOYER SOCIO-EDUCATIF DU C.E.S GRAND PARC,2500,
2017,FOYER SOCIO-EDUCATIF DU COLLEGE ALIENOR-D'AQUITAINE DE CASTILLON-LA-BATAILLE,0,Equipements sportifs
2017,FRACAS,4000,
2017,FRANCE ALZHEIMER GIRONDE,0,Locaux
2017,FRANCE AMERIQUE LATINE COMITE BORDEAUX GIRONDE,0,Locaux
2017,FRANCE AVC 33,0,Locaux
2017,FRANCE BENEVOLAT BORDEAUX GIRONDE,3000,Locaux
2017,FRANCE PARKINSON,0,Locaux
2017,FRANCE PLUS GIRONDE,0,Locaux
2017,FREEFIT CONCEPT - BORDEAUX,0,Locaux
2017,FRICHE AND CHEAP,3000,
2017,GANAPATI,0,Locaux
2017,GARGANTUA,0,Locaux
2017,GASP'ART,0,Locaux
2017,GAZELLISSIMES,0,Matériel pour manifestations
2017,"GEM ""LES NEUROFESTIFS 33""",0,"Matériel pour manifestations, locaux"
2017,GENERATIONS COBAYE,0,Locaux
2017,GENERATIONS TAUZIN,2800,Locaux
2017,GESTION DU CENTRE DE LOISIRS DE LA POSTE ALEMA,334000,
2017,GIRONDE INFIRMES MOTEURS CEREBRAUX,500,
2017,GIRONDE ROUMANIE ECHANGES ET CULTURE,0,Locaux
2017,GIRONDINS DE BORDEAUX BASTIDE HANDBALL CLUB ,129693,"Matériel pour manifestations, équipements sportifs,"
2017,GLOB THEATRE,115000,"Matériel pour manifestations, locaux"
2017,GO GAGNANT A L'ORAL,0,Locaux
2017,GP INTENCITE CENTRE SOCIAL ET CULTUREL DU GRAND PARC,470044,"Matériel pour manifestations, locaux"
2017,GRAIN DE SABLE,500,Locaux
2017,GRAINE D'ADULTE,0,Locaux
2017,GRAINES DE SOLIDARITE,3200,Matériel pour manifestations
2017,GRANDIR ENSEMBLE,2600,Locaux
2017,GREENPEACE FRANCE - GROUPE LOCAL DE BORDEAUX,0,Locaux
2017,GROUPE 33,4000,
2017,GROUPE ANAMORPHOSE,10000,
2017,GROUPE APACHE,4000,Locaux
2017,GROUPE D'ACCOMPAGNEMENTS ET DE LOISIRS ADAPTES,500,
2017,GROUPE KEDGE BUSINESS SCHOOL,0,Matériel pour manifestations
2017,GROUPE VOCAL ARPEGE DE BORDEAUX,0,Matériel pour manifestations
2017,GROUPEMENT D'INTERET PUBLIC DE LA REUSSITE EDUCATIVE DE BORDEAUX,60000,
2017,GROUPEMENT DE BORDEAUX DES ANCIENS PORTE-DRAPEAUX VOLONTAIRES REGION MILITAIRE DEFENSE AQUITAINE,1000,
2017,GROUPEMENT DES EDUCATEURS SANS FRONTIERES - GREF,0,Locaux
2017,GROUPEMENT DES ETUDIANTS EN DENTAIRE DE BORDEAUX (GED 33),0,Matériel pour manifestations
2017,"GROUPEMENT DES INTELLECTUELS, AVEUGLES OU AMBLYOPES",1500,
2017,GROUPEMENT EUROPEEN DES MAGISTRATS POUR LA MEDIATION GEMME,0,Locaux
2017,GROUPEMENT POUR L'INSERTION DES HANDICAPES PHYSIQUES D'AQUITAINE - GIHP AQUITAINE,2500,Locaux
2017,GUYENNE HANDI-NAGES,5000,Equipements sportifs
2017,GYMNASTIQUE VOLONTAIRE BORDEAUX BASTIDE,0,Equipements sportifs
2017,GYMNASTIQUE VOLONTAIRE BORDEAUX LOUCHEUR,0,Locaux
2017,GYMNASTIQUE VOLONTAIRE CHAUFFOUR,0,Equipements sportifs
2017,GYMNASTIQUE VOLONTAIRE DU QUARTIER SAINT NICOLAS,0,Locaux
2017,GYMNASTIQUE VOLONTAIRE LESCURE,0,Equipements sportifs
2017,GYMNASTIQUE VOLONTAIRE PERGOLA STEHELIN,0,"Equipements sportifs, locaux"
2017,H NORD ECOQUARTIER DE BORDEAUX - H NORD,0,Locaux
2017,HABAD LOUBAVITCH BORDEAUX,0,Matériel pour manifestations
2017,HABITAT ET HUMANISME GIRONDE - HH33,3000,Locaux
2017,HALEIWA,0,Equipements sportifs
2017,HALTE 33,66000,
2017,HAND TO HAND,2500,Locaux
2017,HANDIC'APTITUDE,0,Locaux
2017,HANDICAP AUTONOME,0,Locaux
2017,HANDICAP INTERNATIONAL,0,"Matériel pour manifestations, locaux"
2017,HAPPE:N,22000,Matériel pour manifestations
2017,HAPPY MOMENT,0,Locaux
2017,HARMONIE STRETCH ET DETENTE,0,Equipements sportifs
2017,HELIOS EVENEMENTS,1000,Locaux
2017,HEUREUX A BORDEAUX,0,Locaux
2017,HISTOIRES DE CARTONS,0,Matériel pour manifestations
2017,HOCKEY GARONNE SPORT,12041,Equipements sportifs
2017,HORS BORD,12000,Matériel pour manifestations
2017,ICRONOS ASSOCIATION DU FESTIVAL INTERNATIONAL DU FILM ARCHEOLOGIQUE,0,Locaux
2017,ILOT DES MOTS,0,Locaux
2017,IMAGINA MUSIC,2800,Locaux
2017,IMPACTS 33,3000,"Equipements sportifs, locaux"
2017,IMPALA,4800,
2017,INCROYABLES COMESTIBLES BORDEAUX,0,Locaux
2017,INCUBATEUR AU FEMININ BORDEAUX AQUITAINE,21000,
2017,INFO SECTES AQUITAINE,2500,
2017,INFODROITS,12000,
2017,INSTANCE REGIONALE D'EDUCATION ET DE PROMOTION SANTE NOUVELLE-AQUITAINE (IREPS NOUVELLE-AQUITAINE),0,Locaux
2017,INSTITUT BERGONIE,0,Matériel pour manifestations
2017,INSTITUT CULTUREL AFRICAIN (ICA),0,Locaux
2017,INSTITUT DE L'ENGAGEMENT (IDE),0,Locaux
2017,INSTITUT DES AFRIQUES,1300,Locaux
2017,INSTITUT DON BOSCO,1550,"Matériel pour manifestations, équipements sportifs"
2017,INSTITUT FRANCAIS,25000,
2017,INSTITUT MICHEL MONTAIGNE,0,Locaux
2017,INSTITUT SUPERIEUR EUROPEEN DE FORMATION PAR ALTERNANCE ET CONTINUE (ISEFAC) BACHELOR BORDEAUX,0,Matériel pour manifestations
2017,INTERIEUR NUIT,4000,
2017,INTERLUDE,481561,"Matériel pour manifestations, locaux"
2017,INTERNATIONAL CLUB OF BORDEAUX (ICB),500,
2017,INTERNATIONAL COACH FEDERATION FRANCE (ICFF),0,Locaux
2017,INTERNATIONAL NATURAL VANILLA ORGANISATION (INVO),0,Locaux
2017,"IPPO (INFORMATION, PREVENTION, PROXIMITE, ORIENTATION)",19500,"Matériel pour manifestations, locaux"
2017,IRON SPORT BORDEAUX,0,Equipements sportifs
2017,ISIC RIDER,300,Locaux
2017,ISIS EST AU 106,3500,
2017,ITINERAIRES DES PHOTOGRAPHES VOYAGEURS,18000,"Communication, locaux"
2017,IUFN,10000,
2017,J'ADORE CE QUE VOUS FAITES,4000,Locaux
2017,J'AI PAS TOUT COMPRIS,0,Locaux
2017,JE CHERCHE UN JOB,2000,Locaux
2017,JEUNE BALLET D AQUITAINE,0,"Matériel pour manifestations, locaux"
2017,JEUNE CHAMBRE ECONOMIQUE DE BORDEAUX,3300,
2017,JEUNE ORCHESTRE SYMPHONIQUE DE L'ENTRE-DEUX-MERS (JOSEM),0,Locaux
2017,JEUNES MUSULMANS DE LA GIRONDE - JMG,4000,"Matériel pour manifestations, locaux"
2017,JEUNES SCIENCE BORDEAUX,10533,Locaux
2017,JEUNESSE NOUVEAU REGARD (JNR),0,Locaux
2017,JEUX DE MOT,400,
2017,JSA BORDEAUX METROPOLE BASKET,50000,Equipements sportifs
2017,JUDO CLUB BACALANAIS,3000,
2017,JUDO-CLUB GIRONDIN OMNISPORTS,0,Equipements sportifs
2017,"KAIZOKU, CINEBAT'EAU",0,Matériel pour manifestations
2017,KALINA'GO,0,Locaux
2017,KALOS,1000,
2017,KAN-KRA TEAM,2000,Equipements sportifs
2017,KARAVAN BORDELAISE,0,Locaux
2017,KER PHILIA,0,Locaux
2017,KI E KI,0,Locaux
2017,KILOMBO KINTWADI,0,Locaux
2017,KINO SESSION,2000,"Matériel pour manifestations, locaux"
2017,KIZOINDESIGN,0,Matériel pour manifestations
2017,KUNG-FU WUSHU ACADEMIE (KFWA),0,Equipements sportifs
2017,L'A COSMOPOLITAINE « COSMODANCE »,1500,Matériel pour manifestations
2017,L'ADAPT,0,Locaux
2017,L'AGENCE CREATIVE,45000,"Matériel pour manifestations, locaux"
2017,L'AGENCE DE GEOGRAPHIE AFFECTIVE,7000,Locaux
2017,L'AIGLON CENTRE DE JEUNESSE,1700,Matériel pour manifestations
2017,L'AMICALE DES CHINOIS DU SUD-OUEST (ADCSO),0,"Matériel pour manifestations, locaux"
2017,L'ARBRE DE VIE,3000,
2017,L'ART & SCENE,0,Matériel pour manifestations
2017,L'ASSEMBLEE CREATIVE,10000,Locaux
2017,L'ASSO POINCARE,860,
2017,L'ASSOCIATION DE LA REVUE,0,Locaux
2017,L'ASSOCIATION DES BISSAU-GUINEENS,0,Locaux
2017,L'ASSOCIATION SLAVE,0,Matériel pour manifestations
2017,L'ATELIER BUDGETAIRE,500,
2017,L'ATELIER CHOREGRAPHIQUE,0,Locaux
2017,L'ATELIER DES BAINS DOUCHES,4000,
2017,L'ATELIER REMUMENAGE,16000,Locaux
2017,L'ATEUL,0,Matériel pour manifestations
2017,L'AUTRE - ASSOCIATION DES ETUDIANTS EN ANTHROPOLOGIE SOCIALE ET CULTURELLE,0,Locaux
2017,L'AUTRE CERCLE AQUITAINE,0,Locaux
2017,L'AVENTURE PEUGEOT CITROEN DS,0,Matériel pour manifestations
2017,L'ECOLE DU BONHEUR,0,Locaux
2017,L'EPICERIE,23000,Locaux
2017,L'ESPRIT DU PIANO,4500,"Communication, matériel pour manifestations"
2017,L'ESSENCE DE VIE (EDV),0,Locaux
2017,L'ESTEY,0,Locaux
2017,L'ILE AUX ENFANTS,500,
2017,L'INCONGRU,2500,
2017,L'OLYMPIQUE-CLUB BORDELAIS - OCB,0,Equipements sportifs
2017,L'ORANGEADE,2000,Matériel pour manifestations
2017,L'OSTAU OCCITAN (SECTION DE L'INSTITUT D'ETUDES OCCITANES POUR LE DEPARTEMENT DE LA GIRONDE),0,"Matériel pour manifestations, locaux"
2017,L'OUMIGMAG,8000,Matériel pour manifestations
2017,L'OUTIL EN MAIN DE LA GIRONDE,500,
2017,L'OUVRE BOITE,1500,
2017,LA BELLE ENDORMIE,2000,Matériel pour manifestations
2017,LA BELLE ESTAMPE,0,Locaux
2017,LA BOITE A JOUER,18000,Locaux
2017,LA BOITE A SEL,3000,
2017,LA BOITE DE OUF,8000,Locaux
2017,LA CABANE A GRATTER,4000,Locaux
2017,LA CAISSE A OUTILS,57357,
2017,LA CASE,5000,
2017,LA CHIFFONE RIT,0,Matériel pour manifestations
2017,LA CIGOGNE - COORDINATION INDEPENDANTE GIRONDINE D'ASSISTANTES MATERNELLES,0,Locaux
2017,LA CLE DES ONDES,0,Locaux
2017,LA CLE DU QUAI,0,Locaux
2017,LA COMA,13000,
2017,LA COMEDIE TRIBALE - LCT,0,Locaux
2017,LA COMPAGNIE ADN,2000,Matériel pour manifestations
2017,LA COMPAGNIE BOUGRELAS,4000,
2017,LA COMPAGNIE CHRONIQUE,0,Locaux
2017,LA COMPAGNIE DES 3M,0,Locaux
2017,LA COMPAGNIE DES SONGES,0,Locaux
2017,LA COMPAGNIE DES... CURIOSITES!,0,Locaux
2017,LA COMPAGNIE DU REFECTOIRE - THEATRE D'ECHANGES INTERNATIONAUX,6300,Locaux
2017,LA COMPAGNIE GARONOTES,0,Locaux
2017,"LA COMPAGNIE ""LES FOUS DE LA RAMPE""",0,Locaux
2017,LA DAME A LA LICORNE,0,Locaux
2017,LA FABRIQUE OPERA BORDEAUX AQUITAINE,0,Matériel pour manifestations
2017,LA FABRIQUE POLA,27000,"Matériel pour manifestations, locaux"
2017,LA FLAMBEE,0,Locaux
2017,LA FLECHE DE BORDEAUX ,8900,"Matériel pour manifestations, équipements sportifs,"
2017,LA GROSSE SITUATION,10000,
2017,LA GYM SUEDOISE BORDEAUX,650,"Equipements sportifs, locaux"
2017,LA HALLE DES DOUVES,74000,"Matériel pour manifestations, locaux"
2017,LA KAHUTABAM,0,Matériel pour manifestations
2017,LA LIBELLULE,0,Locaux
2017,LA LIGUE DE L'ENSEIGNEMENT - FEDERATION OEUVRES LAIQUES DE LA GIRONDE,0,"Matériel pour manifestations, équipements sportifs,"
2017,LA MAIN A L’OREILLE,0,"Matériel pour manifestations, locaux"
2017,LA MAISON DE SOI,0,Locaux
2017,LA MAISON DES FAMILLES DE BORDEAUX,11500,Locaux
2017,LA MAISON DU DIABETE ET DE LA NUTRITION,3000,
2017,LA MANIF POUR TOUS 33,0,Locaux
2017,LA MANNE EUROPE,2500,"Matériel pour manifestations, locaux"
2017,LA MANUFACTURE ATLANTIQUE,190000,"Communication, matériel pour manifestations, locaux"
2017,LA MARGE ROUSSE,0,Locaux
2017,LA MARMAILLE,0,Locaux
2017,LA MEMOIRE DE BORDEAUX METROPOLE,51819.78,Locaux
2017,LA MIEL,0,Locaux
2017,LA NUIT VENUE,0,Matériel informatique
2017,LA PLUME ET L'OREILLE,0,Locaux
2017,LA PLUME ET LE CRAYON,0,Locaux
2017,LA POLKA,12000,
2017,LA PREVENTION ROUTIERE,2200,"Matériel pour manifestations, locaux"
2017,LA RESERVE,4000,Locaux
2017,LA RONDE DES QUARTIERS DE BORDEAUX,121000,"Communication, matériel pour manifestations, locaux"
2017,LA ROUTE DES VINS,0,"Matériel pour manifestations, équipements sportifs"
2017,LA TRAVERSEE,1000,
2017,LA TRIBALE DEMARCHE,4000,Matériel pour manifestations
2017,LA TRIBU DU CHANGEMENT,0,Matériel pour manifestations
2017,LA TROISIEME PORTE A GAUCHE,4000,Locaux
2017,LA VIE A DOMICILE - MAISON DE LA SANTE ET DES AIDANTS,0,Locaux
2017,LA VOLIERE,0,"Matériel pour manifestations, locaux"
2017,LABE'ART,0,Matériel pour manifestations
2017,LAC 2 SPORTS SCOLAIRES,480,
2017,LADIES' CIRCLE BORDEAUX 20,0,Locaux
2017,LAFEDERATION 33,0,Locaux
2017,LANGAGE TOI,4800,
2017,LANGUES EN SCÈNE,5400,
2017,LATESTA PROTECTION DE L'HABITAT,0,Locaux
2017,LATINO MEX BORDEAUX,0,Locaux
2017,LAXMI GIRONDE,0,"Matériel pour manifestations, locaux"
2017,LE 308,14000,
2017,LE 4 DE BORDEAUX,15180,"Matériel pour manifestations, locaux"
2017,LE BLEU DU CIEL EDITIONS,0,Communication
2017,LE CAFE HISTORIQUE,1500,
2017,LE CANNELE D'ADRESSES,0,Matériel pour manifestations
2017,LE CARREAU,0,Locaux
2017,LE CHAINON MANQUANT,0,Matériel pour manifestations
2017,LE CHOEUR DES ECLUSES,0,"Matériel pour manifestations, locaux"
2017,LE CHOEUR MELUSINE,0,Locaux
2017,LE CHOEUR VOYAGEUR,0,Locaux
2017,LE COLLECTIF DES JARDINIERS URBAINS,4000,
2017,LE COURRIER DE BOVET,500,
2017,LE DESSOUS DES BALANCOIRES,4500,
2017,LE DIRE AUTREMENT,0,Locaux
2017,LE FESTIN,5000,"Communication, matériel pour manifestations"
2017,LE FRIIIX CLUB,0,Locaux
2017,LE GARAGE MODERNE,4000,
2017,LE GIROFARD,10000,Matériel pour manifestations
2017,LE LABO DES HISTOIRES SECTION SUD-ATLANTIQUE,0,Locaux
2017,"LE LABO, REVELATEUR D'IMAGES",5955,"Matériel pour manifestations, locaux"
2017,LE LEVAIN HABITATS JEUNES SIMONE NOAILLES,0,Locaux
2017,LE LYS ET LE LEOPARD,0,Locaux
2017,LE NOM LIEU,800,Locaux
2017,LE P'TIT BOUT DE QUARTIER,500,Matériel pour manifestations
2017,LE PAIN DE L'AMITIE,5000,Matériel pour manifestations
2017,LE PETIT INSTITUT DE CHINE : ECOLE D'ARTS MARTIAUX ET CULTURE CHINOISE,0,"Matériel pour manifestations, équipements sportifs"
2017,LE PONT DES ARTS,0,Locaux
2017,LE POQUELIN THEATRE,3500,Locaux
2017,LE QUAI AUX LIVRES,4000,
2017,LE REVE,1500,
2017,"LE SATELLITE, ASSO ACTIVITE EMPLOI, LABEL MUSICAL, EDITORIAL PLATEFORME PRODUCT. DIFFUSION, FORMAT.",0,Locaux
2017,LE SERVICE GAGNANT,50000,
2017,LE SPORTING-CLUB DE LA BASTIDIENNE ,26852,"Matériel pour manifestations, équipements sportifs,"
2017,LE COKTAIL,6000,Matériel pour manifestations
2017,LENA D'AZY,5000,
2017,LEO CLUB BORDEAUX INTERNATIONAL - LBI,0,Locaux
2017,LES 13 LUNES,1000,
2017,LES AMIS AQUITAINS DES SEMAINES SOCIALES DE FRANCE,0,Locaux
2017,LES AMIS DE LA CATHEDRALE ST ANDRE DE BORDEAUX,15000,Matériel pour manifestations
2017,LES AMIS DE LA RUE KLEBER,0,Matériel pour manifestations
2017,LES AMIS DE SAINTE GENEVIEVE (ASG),0,Matériel pour manifestations
2017,LES AMIS DE SUPERCOOP,0,Locaux
2017,LES AMIS DU FRAC AQUITAINE,0,Matériel pour manifestations
2017,LES AMIS DU GRAND THEATRE - OPERA DE BORDEAUX,1000,Locaux
2017,LES AMIS DU LIVRE ANCIEN ET MODERNE (ALAM),0,"Matériel pour manifestations, locaux"
2017,LES ANCIENS DE BACALAN CLAVEAU,0,"Matériel pour manifestations, locaux"
2017,LES APPRENTIS PHILOSOPHES,0,Locaux
2017,LES ARAIGNEES PHILOSOPHES,0,Locaux
2017,LES ARCHERS DE GUYENNE,500,"Matériel pour manifestations, équipements sportifs"
2017,LES ATELIERS DU GRAND VOYAGEUR,0,Locaux
2017,LES BALADES ALTERNATIVES,0,Locaux
2017,LES BIDIBULLES,0,Locaux
2017,LES BLESSES MULTIPLES ET IMPOTENTS DE GUERRE SECTION DE LA GIRONDE,500,
2017,LES BLOUSES ROSES,800,Locaux
2017,LES BORDELUCHES,0,Locaux
2017,LES CAPRICES DE MARIANNE,6000,Matériel pour manifestations
2017,LES CHANTIERS TRAMASSET,0,Matériel pour manifestations
2017,LES CLOWNS STETHOSCOPES,1000,
2017,LES COLCHIQUES DE CONDORCET,6200,Matériel pour manifestations
2017,LES CONCILIATEURS DE JUSTICE DE LA COUR D'APPEL DE BORDEAUX,500,
2017,LES COQS ROUGES,350358,"Matériel pour manifestations, équipements sportifs"
2017,LES COQUELICOTS,450,
2017,LES COUCOUS,0,Locaux
2017,LES DETRITIVORES,4000,
2017,LES DOSSIERS D'AQUITAINE ET D'AILLEURS,0,Matériel pour manifestations
2017,LES DROITS DU PIETON EN GIRONDE,0,Locaux
2017,LES ECHOS DU LAC,1500,
2017,LES ENFANTS D'OSIRIS,374400,"Matériel pour manifestations, locaux"
2017,LES FEES PAPILLONS,11000,
2017,LES FEES REIKI,0,Locaux
2017,LES FEES RUE,0,Matériel pour manifestations
2017,LES FELIS MARGARITA,0,"Matériel pour manifestations, locaux"
2017,LES FEMMES CHEFS D'ENTREPRISES-FCE FRANCE,0,Locaux
2017,LES FILLES D'A COTE,0,Locaux
2017,LES GIRONDINS DE BORDEAUX ,111800,"Matériel pour manifestations, équipements sportifs,"
2017,LES HABITANTS ET RIVERAINS DU QUARTIER SAINT-GENES-BOURSE DU TRAVAIL - COSTEDOAT,0,Matériel pour manifestations
2017,LES IMPROVISATEURS ANONYMES,0,Locaux
2017,LES INDEPENDANTS PLASTICIENS DE BORDEAUX,0,Locaux
2017,LES INSTRUMENTS ANCIENS DE BORDEAUX,0,Locaux
2017,LES JARDINS D'AUJOURD'HUI,0,Locaux
2017,LES JARDINS DE POINCARE,800,
2017,LES JEUNES DE SAINT AUGUSTIN - JSA ,946685,"Matériel pour manifestations, équipements sportifs,"
2017,LES JOURNEES DE LA NUTRITION - JDLN,0,Locaux
2017,LES LEOPARDS DE GUYENNE,12000,Equipements sportifs
2017,LES MAINS POUR LE DIRE,3400,
2017,LES MARDIS DE L'ART,0,Locaux
2017,LES MARINS DE LA LUNE,0,Matériel pour manifestations
2017,LES MORDUC,0,Locaux
2017,LES MORPHOGENISTES,0,Locaux
2017,LES MUSCLES BORDELAIS,0,Equipements sportifs
2017,LES ORCHIDEES ROUGES,500,Locaux
2017,LES P'TITES QUENOTTES,3700,
2017,LES P'TITS GRATTEURS,12500,"Matériel pour manifestations, locaux"
2017,LES PARENTS DE CAUDERAN,205000,
2017,LES PARENTS INDEPENDANTS D'ANATOLE-FRANCE - PIAF,0,Locaux
2017,LES PETITS DEBROUILLARDS AQUITAINE,44620,
2017,LES PETITS FRERES DES PAUVRES DE BORDEAUX,3500,"Matériel pour manifestations, locaux"
2017,LES PETITS TRETEAUX,500,Locaux
2017,LES PINSONS,500,
2017,LES PRODUCTIONS DE L'ANGE,0,Locaux
2017,LES REQUINS MARTEAUX,2000,
2017,LES RIVERAINS DU STADE PROMIS,0,Locaux
2017,LES SALINIERES ASSOCIATION SPORTIVE,0,Equipements sportifs
2017,LES SURPRISES,8000,Locaux
2017,LES TETES DE L'ART,0,Matériel pour manifestations
2017,LES VAILLANTS DE SAINT SEURIN,0,Matériel pour manifestations
2017,LES VIVRES DE L'ART,8000,Matériel pour manifestations
